benchmark comment	environment	database	module	driver	trial no.	SQL statement	transaction size	bulk length	bulk size	batch size	action	start day time	end day time	duration (sec)	duration (ns)
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:29:40.347222500	2019.11.17 20:29:57.993655800	18	17647755500
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	2	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:29:57.993655800	2019.11.17 20:30:45.493834500	48	47503070900
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	2		512	1024	100000	256	trial	2019.11.17 20:29:40.264228400	2019.11.17 20:30:59.211042500	79	78951920300
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:30:59.294039100	2019.11.17 20:31:23.191025300	24	23898166900
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	3	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:31:23.191025300	2019.11.17 20:32:08.382565400	45	45194088000
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	3		512	1024	100000	256	trial	2019.11.17 20:30:59.211042500	2019.11.17 20:32:22.899723700	84	83693521900
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	4	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:32:22.999714900	2019.11.17 20:32:47.955330100	25	24956848700
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	4	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:32:47.955330100	2019.11.17 20:33:35.186126900	47	47233346400
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	4		512	1024	100000	256	trial	2019.11.17 20:32:22.900721800	2019.11.17 20:33:49.484303500	87	86589108700
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	5	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:33:49.730289300	2019.11.17 20:34:13.004676400	23	23275948000
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	5	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:34:13.004676400	2019.11.17 20:34:56.632762500	44	43630667200
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	5		512	1024	100000	256	trial	2019.11.17 20:33:49.484303500	2019.11.17 20:35:10.363971600	81	80884358000
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	6	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:35:10.568960600	2019.11.17 20:35:33.648870900	23	23081598600
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	6	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:35:33.648870900	2019.11.17 20:36:16.599684100	43	42952994900
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	6		512	1024	100000	256	trial	2019.11.17 20:35:10.364971100	2019.11.17 20:36:30.024914100	80	79664754300
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	7	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:36:30.107906300	2019.11.17 20:36:53.604619200	23	23497847800
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	7	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:36:53.604619200	2019.11.17 20:37:36.231495400	43	42629108600
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	7		512	1024	100000	256	trial	2019.11.17 20:36:30.024914100	2019.11.17 20:37:50.788656100	81	80768751500
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	8	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:37:50.922646000	2019.11.17 20:38:13.334364800	22	22413071800
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	8	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:38:13.334364800	2019.11.17 20:38:57.165105100	44	43833034200
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	8		512	1024	100000	256	trial	2019.11.17 20:37:50.789655300	2019.11.17 20:39:12.194238100	81	81410102200
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	9	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:39:12.295233300	2019.11.17 20:39:33.341535700	21	21047865400
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	9	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:39:33.341535700	2019.11.17 20:40:16.259775300	43	42921150500
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	9		512	1024	100000	256	trial	2019.11.17 20:39:12.194238100	2019.11.17 20:40:30.058979000	78	77869137600
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	10	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:40:30.158976200	2019.11.17 20:40:53.597511400	23	23440184000
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	10	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:40:53.597511400	2019.11.17 20:41:37.141063600	44	43545589400
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	10		512	1024	100000	256	trial	2019.11.17 20:40:30.059980100	2019.11.17 20:41:50.907270000	81	80851985300
Standard tests (locally)	amd64 / Windows 10 / 10.0	db_19_3_ee	OraBench (Java 11.0.5)	JDBC (Version 19.3.0.0.0)	0		512	1024	100000	256	benchmark	2019.11.17 20:27:41.991668000	2019.11.17 20:41:50.924270400	849	848980243000
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 19:51:05.693685000	2019.11.17 19:51:15.257706000	10	9564017104
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	1	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 19:51:15.276490000	2019.11.17 19:51:33.728293000	18	18451802306
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	1		512	1024	100000	256	trial	2019.11.17 19:51:05.487614000	2019.11.17 19:51:34.249867000	29	28762237397
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 19:51:34.336994000	2019.11.17 19:51:45.983301000	12	11647294608
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	2	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 19:51:45.985148000	2019.11.17 19:52:02.384160000	16	16399001954
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	2		512	1024	100000	256	trial	2019.11.17 19:51:34.250169000	2019.11.17 19:52:02.815675000	29	28565538550
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 19:52:02.826119000	2019.11.17 19:52:15.157278000	12	12331169269
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	3	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 19:52:15.157727000	2019.11.17 19:52:30.386731000	15	15229017883
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	3		512	1024	100000	256	trial	2019.11.17 19:52:02.816696000	2019.11.17 19:52:30.834594000	28	28017915600
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	4	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 19:52:30.844919000	2019.11.17 19:52:40.379747000	10	9534849795
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	4	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 19:52:40.380414000	2019.11.17 19:52:57.632176000	17	17251777615
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	4		512	1024	100000	256	trial	2019.11.17 19:52:30.835120000	2019.11.17 19:52:58.074992000	27	27239887228
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	5	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 19:52:58.084401000	2019.11.17 19:53:09.253336000	11	11168925528
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	5	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 19:53:09.253665000	2019.11.17 19:53:24.879497000	16	15625861164
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	5		512	1024	100000	256	trial	2019.11.17 19:52:58.075372000	2019.11.17 19:53:25.326030000	27	27250650813
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	6	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 19:53:25.336366000	2019.11.17 19:53:34.594238000	9	9257866275
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	6	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 19:53:34.594762000	2019.11.17 19:53:50.715871000	16	16121158933
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	6		512	1024	100000	256	trial	2019.11.17 19:53:25.326390000	2019.11.17 19:53:51.153829000	26	25827466919
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	7	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 19:53:51.164561000	2019.11.17 19:54:03.296025000	12	12131468273
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	7	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 19:54:03.296498000	2019.11.17 19:54:19.026024000	16	15729541714
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	7		512	1024	100000	256	trial	2019.11.17 19:53:51.154444000	2019.11.17 19:54:19.505695000	28	28351260997
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	8	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 19:54:19.544326000	2019.11.17 19:54:29.410304000	10	9865976731
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	8	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 19:54:29.410672000	2019.11.17 19:54:45.215642000	16	15805009812
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	8		512	1024	100000	256	trial	2019.11.17 19:54:19.505984000	2019.11.17 19:54:45.661798000	26	26155842428
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	9	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 19:54:45.744265000	2019.11.17 19:54:54.182617000	8	8438349477
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	9	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 19:54:54.182978000	2019.11.17 19:55:10.346007000	16	16163055383
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	9		512	1024	100000	256	trial	2019.11.17 19:54:45.662071000	2019.11.17 19:55:10.786477000	25	25124436489
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	10	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 19:55:10.864098000	2019.11.17 19:55:23.056123000	12	12192011203
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	10	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 19:55:23.056475000	2019.11.17 19:55:38.700143000	16	15643722143
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	10		512	1024	100000	256	trial	2019.11.17 19:55:10.786801000	2019.11.17 19:55:39.147727000	28	28360952894
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_11_2_xe	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	0		512	1024	100000	256	benchmark	2019.11.17 19:51:02.490415000	2019.11.17 19:55:39.149723000	277	276658908095
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:07:21.306857000	2019.11.17 20:07:31.174266000	10	9867414951
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	1	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:07:31.203025000	2019.11.17 20:08:01.372606000	30	30169590063
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	1		512	1024	100000	256	trial	2019.11.17 20:07:20.662009000	2019.11.17 20:08:03.167031000	43	42505026640
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	2	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:08:03.240171000	2019.11.17 20:08:10.481008000	7	7240836799
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	2	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:08:10.481470000	2019.11.17 20:08:39.598204000	29	29116754569
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	2		512	1024	100000	256	trial	2019.11.17 20:08:03.167409000	2019.11.17 20:08:41.022037000	38	37854651847
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	3	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:08:41.169237000	2019.11.17 20:08:48.062955000	7	6893715214
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	3	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:08:48.063449000	2019.11.17 20:09:17.635105000	30	29571677131
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	3		512	1024	100000	256	trial	2019.11.17 20:08:41.022415000	2019.11.17 20:09:19.030164000	38	38007775287
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	4	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:09:19.127870000	2019.11.17 20:09:24.923490000	6	5795613096
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	4	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:09:24.923985000	2019.11.17 20:09:50.368648000	25	25444674612
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	4		512	1024	100000	256	trial	2019.11.17 20:09:19.030597000	2019.11.17 20:09:51.554598000	33	32524008078
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	5	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:09:51.583984000	2019.11.17 20:09:55.341275000	4	3757282965
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	5	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:09:55.341609000	2019.11.17 20:10:15.682668000	20	20341080013
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	5		512	1024	100000	256	trial	2019.11.17 20:09:51.554865000	2019.11.17 20:10:16.820034000	25	25265166669
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	6	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:10:16.838552000	2019.11.17 20:10:22.042781000	5	5204231426
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	6	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:10:22.043190000	2019.11.17 20:10:41.820065000	20	19776898888
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	6		512	1024	100000	256	trial	2019.11.17 20:10:16.820361000	2019.11.17 20:10:42.941254000	26	26120908433
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	7	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:10:42.953583000	2019.11.17 20:10:46.619138000	4	3665549043
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	7	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:10:46.619505000	2019.11.17 20:11:08.317990000	22	21698479003
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	7		512	1024	100000	256	trial	2019.11.17 20:10:42.941655000	2019.11.17 20:11:09.636215000	27	26694568205
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	8	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:11:09.658888000	2019.11.17 20:11:13.172906000	4	3514012228
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	8	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:11:13.173225000	2019.11.17 20:11:32.847978000	20	19674769023
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	8		512	1024	100000	256	trial	2019.11.17 20:11:09.636463000	2019.11.17 20:11:33.987861000	24	24351415866
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	9	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:11:34.000481000	2019.11.17 20:11:37.639949000	4	3639462178
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	9	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:11:37.640212000	2019.11.17 20:11:57.483640000	20	19842890078
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	9		512	1024	100000	256	trial	2019.11.17 20:11:33.988113000	2019.11.17 20:11:58.604870000	25	24616777728
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	10	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:11:58.616680000	2019.11.17 20:12:02.169367000	4	3552682713
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	10	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:12:02.169621000	2019.11.17 20:12:22.164979000	20	19995362541
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	10		512	1024	100000	256	trial	2019.11.17 20:11:58.605114000	2019.11.17 20:12:23.363122000	25	24758039315
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_12_2_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	0		512	1024	100000	256	benchmark	2019.11.17 20:07:14.755126000	2019.11.17 20:12:23.365399000	309	308602793437
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	1	INSERT INTO ora_bench_table (key, data) VALUES (:key, :data)	512	1024	100000	256	query	2019.11.17 20:25:59.549479000	2019.11.17 20:26:09.481871000	10	9932399042
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	1	SELECT data FROM ora_bench_table WHERE key = :key	512	1024	100000	256	query	2019.11.17 20:26:09.537321000	2019.11.17 20:26:38.021785000	28	28484474363
Standard tests (Travis CI)	amd64 / Linux / 4.15.0-1028-gcp	db_18_3_ee	OraBench (Java 11.0.2)	JDBC (Version 19.3.0.0.0)	1		512	1024	100000	256	trial	2019.11.17 20:25:58.863018000	2019.11.17 20:26:39.905311000	41	41042299703
